time,delta0,delta1,delta2,delta3,delta4
0,0039,0033,0064,0114,0101,
1,0062,0070,0088,0128,0101,
2,0062,0070,0101,0153,0138,
3,0062,0070,0115,0163,0145,
4,0062,0070,0115,0163,0145,
5,0048,0028,0075,0109,0076,
6,0044,0027,0055,0088,0071,
7,0023,0018,0032,0049,0046,
8,-008,-009,0021,0023,0021,
9,-008,-009,0021,0023,0020,
10,-008,-009,0021,0023,0020,
11,-008,-009,0017,0006,0004,
12,0003,0000,0014,0006,0004,
13,0003,0000,0014,0006,0004,
14,-002,0004,0005,0005,0001,
15,-002,0004,0005,0003,0001,
16,0007,0008,0011,0005,0005,
17,0007,0008,0011,0003,0005,
18,0003,0005,0003,0001,0004,
19,0003,0005,0003,0001,0004,
20,0003,0005,0002,0002,0004,
21,0005,0007,0001,0002,0004,
22,0005,0007,0001,0002,0004,
23,0005,0007,0001,0000,0004,
24,0001,0006,0001,0000,0004,
25,0001,0006,0001,0000,0004,
26,0001,0006,0001,0001,0002,
27,0004,0005,0004,0001,0004,
28,0004,0005,0004,0001,0004,
29,0004,0005,0004,0000,0004,
