time,delta0,delta1,delta2,delta3,delta4
0,0024,0027,0041,0066,0056,
1,0041,0030,0051,0074,0064,
2,0022,0024,0035,0054,0053,
3,0022,0024,0035,0054,0053,
4,0012,0011,0017,0027,0025,
5,0011,0011,0017,0017,0017,
6,0011,0011,0017,0017,0017,
7,0006,0010,0011,0005,0005,
8,0006,0009,0009,0003,0005,
9,0006,0009,0009,0003,0005,
10,0004,0004,0004,0003,0003,
11,0002,0004,0004,0003,0003,
12,0002,0004,0004,0003,0003,
13,0002,0003,0001,0008,0002,
14,0002,0003,-002,0002,0002,
15,0002,0003,-002,0002,0002,
16,0001,0003,-002,0002,0001,
17,0001,0003,0002,0003,0001,
18,0001,0003,0002,0003,0001,
19,0003,0000,0000,0005,0004,
20,0000,0000,0000,0004,0004,
21,0000,0000,0000,0004,0004,
22,-002,0002,-001,0002,0000,
23,-002,0002,-001,0002,0000,
24,-002,0002,-001,0002,0000,
25,-001,0001,0001,0005,0000,
26,-001,0001,0000,0006,0000,
27,-001,0001,0000,0006,0000,
28,0000,0001,-001,0001,-001,
29,0001,0001,-001,0001,-001,
