time,delta0,delta1,delta2,delta3,delta4
0,0038,0034,0061,0096,0087,
1,0043,0041,0073,0116,0101,
2,0085,0079,0121,0166,0157,
3,0085,0079,0121,0166,0157,
4,0085,0079,0107,0157,0146,
5,0085,0079,0107,0155,0143,
6,0072,0048,0087,0130,0120,
7,0030,0018,0047,0079,0057,
8,0029,0014,0039,0060,0051,
9,0027,0013,0031,0042,0039,
10,0027,0013,0022,0026,0020,
11,0027,0013,0022,0023,0020,
12,0027,0013,0022,0023,0020,
13,0011,0003,0019,0006,0003,
14,0010,0003,0019,0006,0003,
15,0010,0003,0019,0006,0003,
16,0006,0002,0009,0005,0000,
17,0006,0002,0009,0005,0000,
18,0006,0002,0009,0005,0000,
19,0006,0002,0007,0002,0002,
20,0006,0002,0007,0002,0002,
21,0006,0002,0007,0002,0002,
22,0000,0004,0002,0002,0002,
23,0000,0002,0002,0002,0002,
24,0000,0002,0002,0002,0002,
25,0004,0000,0004,0001,0001,
26,0004,0000,0004,0001,0001,
27,0004,0000,0004,0001,0001,
28,0006,0003,0004,0002,0000,
29,0006,0003,0004,0002,0000,
