time,delta0,delta1,delta2,delta3,delta4
0,0017,0017,0032,0041,0040,
1,0046,0032,0058,0085,0069,
2,0048,0036,0059,0095,0076,
3,0067,0056,0092,0133,0119,
4,0073,0078,0092,0133,0119,
5,0073,0078,0086,0125,0114,
6,0073,0078,0085,0125,0114,
7,0073,0078,0085,0125,0114,
8,0026,0021,0057,0093,0064,
9,0023,0019,0049,0072,0055,
10,0023,0019,0045,0054,0044,
11,0023,0019,0018,0025,0017,
12,0023,0019,0018,0025,0017,
13,0023,0019,0018,0025,0017,
14,0003,-004,0021,0004,0000,
15,0003,-004,0021,0004,0000,
16,0003,-004,0021,0004,0000,
17,0000,0004,0009,0002,-005,
18,0000,0004,0009,0002,-005,
19,0000,0004,0009,0002,-005,
20,0004,-001,0006,0006,-001,
21,0004,-001,0006,0006,-001,
22,0004,-001,0006,0006,-001,
23,0002,0003,0003,0005,-001,
24,0002,0003,0003,0005,-001,
25,0002,0003,0003,0005,-001,
26,0001,0006,0001,0004,-001,
27,0001,0006,0001,0004,-001,
28,0001,0006,0001,0004,-001,
29,0003,0002,0003,0001,0002,
